"Source Name","Live Substance Count","On-Hold Substance Count","Live BioAssay Count","On-Hold BioAssay Count","Linked Substance Count","Annotation Count","Classification Count","Source Category","Source URL","DSN","Organization","Contact Full Name","Address","City","State","Postcode","Country","Last Updated","Description","License URL","License Note","Pathway Count"
"BydoneChem",10276,"","","","","","","Chemical Vendors","https://bydone-chem.com/",25157,"Bydone (Shanghai) Biochemical Co., Ltd","Bydone Chem","No. 160 Basheng Road, China (Shanghai) Pilot Free Trade Zo","Shanghai","Room 3004, 3rd Floor",200000,"China","2022/07/15","Bydone (Shanghai) Biochemical Co., Ltd is a high-tech enterprise integrating production, R&D and sales. It has an experienced R&D team, which develops high-quality chemical reagents according to market requirements.","","",""
"C. David Weaver Laboratory, Vanderbilt University",96718,"",2,"",96718,"","","Research and Development","https://lab.vanderbilt.edu/weaver-lab/",15621,"Vanderbilt University","Krystian Kozek","2220 Pierce Ave, Room 459 Preston Research Building","Nashville","TN",37232,"United States","2018/03/07","The Weaver Lab at Vanderbilt University is focused on the discovery and characterization of novel chemical tools for studying ion channel structure, function, and therapeutic potential.","","",""
"Calbiochem",1631,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.emdmillipore.com","Calbiochem","EMD Chemicals","Venkat Bhat","10394 Pacific Center Ct","San Diego","CA",92121,"United States","2009/06/24","","","",""
"California Peptide Research, Inc.",5,"","","","","","","Chemical Vendors","http://californiapeptide.com/",22094,"Echelon Biosciences, Inc.","Liuyin Zhang","675 Arapeen Dr. Ste. 302","Salt Lake City","UT",84108,"United States","2018/06/18","California Peptide Research, Inc. was started in 1993 as a global manufacturing partner for research professionals and organizations who needed assistance with difficult or uniquely modified peptides. The nature of our organization lends itself to direct communication with CPRI's science team to help you develop strategies to meet desired outcome criteria. Our quality standards and vast experience will allow you to achieve your goals.","","",""
"CAMEO Chemicals","","","","","",5140,1,"Research and Development, Governmental Organizations, Curation Efforts","https://cameochemicals.noaa.gov/",11944,"NOAA Cameo Chemicals","NOAA Cameo Staff","1315 East-West Highway","Silver Spring","MD",20910,"United States","2022/05/10","CAMEO Chemicals is a chemical database designed for people who are involved in hazardous material incident response and planning. CAMEO Chemicals contains a library with thousands of datasheets containing response-related information and recommendations for hazardous materials that are commonly transported, used, or stored in the United States. CAMEO Chemicals was developed by the National Oceanic and Atmospheric Administration's Office of Response and Restoration in partnership with the Environmental Protection Agency's Office of Emergency Management.","https://cameochemicals.noaa.gov/help/reference/terms_and_conditions.htm?d_f=false","CAMEO Chemicals and all other CAMEO products are available at no charge to those organizations and individuals (recipients) responsible for the safe handling of chemicals. However, some of the chemical data itself is subject to the copyright restrictions of the companies or organizations that provided the data.",""
"Cancer Functional Genomics, Wellcome Trust Sanger Institute",794,"",50,"",954,"","","Research and Development","https://www.sanger.ac.uk/",15471,"Wellcome Trust Sanger Institute","Steven Williams","Wellcome Trust Genome Campus","Cambridge","","","United Kingdom","2017/10/11","","","",""
"Cancer Research UK Cambridge Research Institute",332,"",1,"",331,"","","Legacy Depositors, Research and Development","https://crukcambridgecentre.org.uk/",867,"CRUK CRI","Klaas Mulder","Robinson way","Cambridge","Cambridgeshire","CB2 0RE","United Kingdom","2012/06/26","","","",""
"Cangzhou Enke Pharma Tech Co.,Ltd.",4681,"","","","","","","Chemical Vendors","http://www.enkepharma.com/indexe.php",20920,"Cangzhou Enke Pharma Tech Co.,Ltd.","Tina Qi","40# Shuiyuesi Street","Cangzhou City","Hebei Province",061000,"China","2022/06/02","Enke Pharma a high-tech enterprise dedicated to developing and manufacturing new APIs, intermediates and pharmaceutical fine chemicals.","","",""
"CAPOT",43642,"","","","","","","Legacy Depositors, Chemical Vendors","https://www.capotchem.com/",925,"Capot Chemical Co., Ltd.","Jason Jing","B/101, Building 5, Joinhands Sci Park No.4028 Nanhuan RD","Hangzhou","Zhejiang",310053,"China","2012/11/20","Capot Chemical Co., Ltd is a custom synthesis manufacturer. Capot produces a wide range of organics, especially fluorine, boronic acids, unnatural amino acids, cross linkers, chiral building blocks, heterocyclic compounds and other active pharmaceutical ingredients.","","",""
"Carbott PharmTech Inc.",935,"","","","","","","Chemical Vendors","http://www.carbottpharm.com/index.php?langid=en",15423,"Carbott Pharm Tech Inc.","Estella Wu","3-11, Kaifeng Road","Yantai","Shandong",264006,"China","2017/04/27","Carbottpharm is a catalog chemistry company specializing in the synthesis of wide range and high added value discovery chemicals including Quinazolines, Indoles, Indolines, Isoindolines, Isoquinolines and other heterocylces.
Our vast catalog contains around 1000 products available from g to kg scale.","","",""
"Carcinogenic Potency Database (CPDB)",1547,"",1,"",1547,"","","Governmental Organizations","https://www.nlm.nih.gov/databases/download/cpdb.html",25294,"National Library of Medicine","CPDB Staff","8600 Rockville Pike","Bethesda","MD",20894,"United States","2022/03/29","The Carcinogenic Potency Database (CPDB) is a single standardized resource of the results of 45 years of chronic, long-term carcinogenesis bioassays.","","",""
"CAS Common Chemistry","","","","","",428590,"","Subscription Services","https://commonchemistry.cas.org/",24603,"CAS","CAS Common Chemistry","2540 Olentangy River Road","Columbus","Ohio",43210,"United States","2021/05/12","CAS Common Chemistry is an open community resource for accessing chemical information. Nearly 500,000 chemical substances from CAS REGISTRY cover areas of community interest, including common and frequently regulated chemicals, and those relevant to high school and undergraduate chemistry classes. This chemical information, curated by our expert scientists, is provided in alignment with our mission as a division of the American Chemical Society.","https://creativecommons.org/licenses/by-nc/4.0/","The data from CAS Common Chemistry is provided under a CC-BY-NC 4.0 license, unless otherwise stated.",""
"Catalogue of Life (COL)","","","","","",461685,"","Curation Efforts","https://www.catalogueoflife.org/",24979,"Catalogue of Life","COL Staff","Darwinweg 2","Leiden","CR",2333,"Netherlands","2022/07/10","Catalogue of Life (COL) aims to address the needs of researchers, policy-makers, environmental managers and the wider public for a consistent and up-to-date listing of all the world's known species","https://www.catalogueoflife.org/","The Catalogue of Life database is copyrighted by Species 2000 on behalf of the Catalogue of Life partners. Unless otherwise indicated, all other content offered under Creative Commons Attribution 4.0 International License (https://creativecommons.org/licenses/by/4.0/).",""
"Cayman Chemical",7,"","","","","","","Legacy Depositors, Chemical Vendors","https://www.caymanchem.com/",843,"Cayman Chemical","Meghan Miller","1180 E. Ellsworth","Ann Arbor","MI",48108,"United States","2012/02/14","","","",""
"CC_PMLSC",395,"",1,"",47,"","","Legacy Depositors, Research and Development","http://ccc.chem.pitt.edu/","CC_PMLSC","University of Pittsburgh Chemistry","Peter Wipf","University Drive","Pittsburgh","PA",15260,"United States","2007/11/12","Chemistry Core for the UPMLSC Screening Center which is now part of the University of Pittsburgh Drug Discovery Institute (UPDDI). The MLSCN Pilot Phase and the UPMLSC ended in June 2008.","","",""
"CCSbase",14008,"","","","",14008,1,"Curation Efforts","https://ccsbase.net/",24290,"University of Washington","Libin Xu","1959 NE Pacific Street, Health Sciences Bldg., H-172, Box 357610","Seattle","WA",98195-7610,"United States","2021/02/10","CCSbase curates experimental collision cross section values measured on various ion mobility platforms as a resource for the research community. CCSbase also builds prediction models for comprehensive prediction of collision cross sections for a given molecule.","","",""
"CDC-ATSDR Toxic Substances Portal","","","","","",207,"","Research and Development, Governmental Organizations, Curation Efforts","https://www.atsdr.cdc.gov/features/toxicsubstances/index.html",11942,"CDC-ATSDR","CDC ATSDR Staff","4770 Buford Hwy NE","Atlanta","GA",30341,"United States","2022/04/09","ATSDR, the Agency for Toxic Substances and Disease Registry under CDC,is a federal public health agency of the U.S. Department of Health and Human Services. The Toxic Substances Portal at ATSDR provides toxicological information for hazardous chemical substances in the National Priorities List (NPL).","https://www.cdc.gov/Other/disclaimer.html","The information provided using CDC Web site is only intended to be general summary information to the public. It is not intended to take the place of either the written law or regulations.",""
"CEGChem",11854,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.cegchemical.com/",1155,"CEG Chemical Science & Technology Co., Ltd.","Chen Luo","Room.1713, No.600 Xingyuan Road, Beitang District","Wuxi","Jiangsu",214000,"China","2015/05/25","CEG Chemical Science & Technology Co., Ltd. is a fine chemical company specializing in R&D, manufacturing and custom synthesis. They provide a wide range of organics, especially fluorine, boronic acids, amino acids, unnatural amino acids, chiral building blocks, heterocyclic compounds and other active pharmaceutical ingredients compounds.","","",""
"Cell Line Ontology (CLO)","","","","","",1233,1,"Curation Efforts","http://www.clo-ontology.org/",24989,"University of Michigan","CLO Staff","500 S State St","Ann Arbor","MI",48109,"United States","2021/12/22","The Cell Line Ontology (CLO) is a community-driven ontology that is developed to standardize and integrate cell line information and support computer-assisted reasoning.","","",""
"Cell Ontology (CL)","","","","","",56,1,"Curation Efforts","http://www.obofoundry.org/ontology/cl.html",25003,"University at Buffalo","CL Staff","12 Capen Hall","Buffalo","NY",14260,"United States","2021/12/22","The Cell Ontology is designed as a structured controlled vocabulary for cell types constructed for use by the model organism and other bioinformatics databases.","","Creative Commons Attribution 4.0 International License (https://creativecommons.org/licenses/by/4.0/)",""
"Center for Chemical Genomics, University of Michigan",263229,"",3,"",154566,"","","Research and Development","https://www.lsi.umich.edu/science/centers-technologies/center-chemical-genomics","Center for Chemical Genomics, University of Michigan","University of Michigan","Renju Jacob","210 Washtenaw Ave","Ann Arbor","MI",48104,"United States","2022/04/14","The Center for Chemical Genomics (CCG) provides expertise and resources for U-M researchers and others to use modern high-throughput screening (HTS) approaches in tackling basic biology or novel drug discovery projects.","","",""
"Center for Natural Product Technologies at UIC (CENAPT)",15,"","","","","","","Research and Development","https://cenapt.pharm.uic.edu/",17799,"CENAPT at UIC, College of Pharmacy","Charlotte Simmler","833 South Wood Street, Bldg 924","Chicago","Illinois",60612,"United States","2019/05/15","The Center for Natural Product Technologies (CENAPT) at the University of Illinois at Chicago (UIC) is a national resource for the advancement of innovative technologies and methods used in natural product research. CENAPT, through the NMR raw data initiative, aims at disseminating raw and annotated NMR spectra to promote structure dereplication. To that extent, the CENAPT has started a collection of NMR data (1D and 2D) from promiscuous/ ubiquitous natural products, including the so-called IMPs (Invalid Metabolic Panacea and Improbable Leads).
All the NMR data are made freely available on the Harvard Dataverse repository: https://dataverse.harvard.edu/dataverse/cenaptnmr","","",""
"CF Plus Chemicals",8,"","","","","","","Chemical Vendors","https://www.cfplus.cz/",23323,"CF Plus Chemicals s.r.o.","Vaclav Matousek","Karasek 1767/1","Brno - Reckovice","Czech Republic",62100,"Czech Republic","2019/01/07","CF Plus Chemicals provides solutions for design of new drug, modern pesticides or bioconjugation of complex biomolecules towards antibody drug conjugates for immunooncology.

CF Plus Chemicals is a spin-off ETH Zurich based in Brno, Czech Republic. Here we work on the development and production of first and second generation Togni reagents and other products for fluoroalkylation and bioconjugation for university and corporate laboratories across the globe.","","",""
"ChangChem",17211,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.changchem.com/",10617,"ChangChem","Zhang Bo","Nantong","Nantong","Jiangsu",226006,"China","2015/04/01","","http://www.changchem.com/","",""
"Changzhou Highassay Chemical Co., Ltd",3348,"","","","","","","Chemical Vendors","http://www.highassay.com/profile/aboutus.html",13120,"Changzhou Highassay Chemical Co., Ltd","Ms summer","NO. 23 Lijiang Rd, Xixiashu Town,  Xinbei District","Changzhou","Jiangsu",213000,"China","2016/05/09","Changzhou Highassay Chemical Co., Ltd., a professional distributor, has long been known as a reliable supplier for Active Pharmaceutical ingredients, biochemicals, Fine chemicals & intermediates, Peptide, Antibiotics, Antidote, Hormone, Bitter & Aversive agent,  Natural extracts, Prostaglandins, Food & cosmetic additives, Excipients and drug formulation, especially good at offering some molecules hard to find.","","",""
"Changzhou Naide Chemical",129,"","","","","","","Chemical Vendors","https://www.naphfinechemicals.com/",17790,"Changzhou Naide Chemical Co.,Ltd","Shirley Sun","No.518, Jincheng South Road, Jintan District","Changzhou","Jiangsu",213200,"China","2021/05/31","Naide provides pharmaceutical intermediates, building blocks and custom synthesis services of kg to ton levels.","","",""
"ChEBI",149409,"","","","",137816,1,"Research and Development, Curation Efforts","https://www.ebi.ac.uk/chebi/","ChEBI","European Bioinformatics Institute","ChEBI Developers","Genome Campus","Hinxton","Cambridgeshire","CB10 1SD","United Kingdom","2022/06/24","Chemical Entities of Biological Interest (ChEBI) is a database and ontology of molecular entities focused on 'small' chemical compounds, that is part of the Open Biomedical Ontologies effort. The term ""molecular entity"" refers to any constitutionally or isotopically distinct atom, molecule, ion, ion pair, radical, radical ion, complex, conformer, etc., identifiable as a separately distinguishable entity.","","",""
"Chem-Impex International, Inc.",1,"","","","","","","Chemical Vendors","http://www.chemimpex.com/",23750,"Chem-Impex International, Inc.","Patrick Mehta","935 Dillon Drive","Wood Dale","IL",60191,"United States","2019/11/12","Chem-Impex is a family, minority owned and operated small business that is ISO 9001:2015 certified.  Chem-Impex provides over 20,000 laboratory chemicals as well as source hard to find chemicals and facilitate custom synthesis.","","",""
"Chem-Space.com Database",4010651,"","","","","","","Chemical Vendors","https://chem-space.com",15294,"Chemspace","Anton Iershov","Ilukstes iela 38-5","Riga","","LV-1082","Latvia","2020/11/24","","","",""
"Chemaphor Chemical Services",8,"","","","","","","Chemical Vendors","http://chemaphor.com/",11903,"Chemaphor Chemical Services","Lauren Elliott","100 Sussex Drive","Ottaw","Ontario","K1A 0R6","Canada","2015/12/01","Chemaphor Chemical Services is a Canadian public company based out of the National Research Council (NRC) of Canada, where we specialize in deuterated vitamins and other deuterated compounds of high purity and high deuterium enrichment.","","",""
"ChemBank",1607755,"",106,"",5329,"","","Research and Development","https://data.broadinstitute.org/chembank/","ChemBank","Broad Institute of Harvard & MIT/Chemical Biology Program","Paul Clemons","7 Cambridge Center, Room 3018","Cambridge","MA",02142,"United States","2015/06/22","","","",""
"Chembase.cn",299985,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chembase.cn",1052,"Shanghai Zhihua ChemTech Inc","Xiaojun Ji","Floor 3 Suite A 3333 Shenjiang Road","Shanghai","Shanghai",200232,"China","2014/06/04","Shanghai Zhiahua ChemTech is a professional cheminformatics service provider and distributor of chemical/biochemical/biology reagent.","","",""
"ChemBioBank",2345,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chembiobank.com",22146,"SINO High Goal Chemical Technology ltd","Emmanuel Zhu","Building 3, No.3279 of Sanlu road, Pujiang town, Minhang district","Shanghai","Shanghai",201112,"China","2018/08/24","SINO High Goal Chemical Technology Ltd provides products and services to hundreds of customers including world leaders in chemical, pharmaceutical and nutrition industry (e.g. Sigma-Aldrich and WuXi Apptec), and academic laboratories. SINO follows cGMP guidelines in its factory.","","",""
"ChEMBL",2157379,"",1455186,"",1618138,1462099,1,"Research and Development, Curation Efforts","https://www.ebi.ac.uk/chembl/","ChEMBL","European Bioinformatics Institute (EMBL-EBI)","Anna Gaulton","EMBL Outstation","Hinxton","Cambridge","CB10 1SD","United Kingdom","2022/07/13","ChEMBL or ChEMBLdb is a manually curated chemical database of bioactive molecules with drug-like properties. It is maintained by the European Bioinformatics Institute (EBI), of the European Molecular Biology Laboratory (EMBL), based at the Wellcome Trust Genome Campus, Hinxton, UK.","http://www.ebi.ac.uk/Information/termsofuse.html","Access to the web interface of ChEMBL is made under the EBI's Terms of Use (http://www.ebi.ac.uk/Information/termsofuse.html). The ChEMBL data is made available on a Creative Commons Attribution-Share Alike 3.0 Unported License (http://creativecommons.org/licenses/by-sa/3.0/).",""
"ChemBlock",107570,"",1,"",122,"","","Legacy Depositors, Chemical Vendors","http://www.chemblock.com","ChemBlock","Chemical Block Ltd.","Victor  Semenov","Leninsky Pr.40-144","Moscow","Moskvoskaya Obl.",119334,"Russia","2007/08/13","","","",""
"ChemBridge",1734211,"","","","","","","Chemical Vendors","https://www.chembridge.com/","ChemBridge","ChemBridge Corporation","Olga Guy","11199 Sorrento Valley Road, Suite 206","San Diego","CA",92121,"United States","2022/05/25","ChemBridge Corporation has been a global provider of enabling chemistry products and contract research services for small molecule drug discovery, chemical biology, and agrochemical discovery programs for over 24 years. Our extensive portfolio includes over 1.1 million diverse and target-focused screening compounds, over 14,000 chemical building blocks, our Hit2Lead.com on-line chemical store, and high-end, research-intensive custom library and synthetic/medicinal chemistry services.","","",""
"Chemchart",49,"","","","","","","Chemical Vendors","http://chemchart.com",22093,"ToxTrack, Inc","Thomas Bozada","2736 Quarry Heights Way","Baltimore","MD",21209,"United States","2018/07/17","ChemChart.com combines cheminformatics and machine learning to help scientists search for and procure research chemicals.","","",""
"ChemDB",3564938,"","","","","","","Legacy Depositors, Research and Development","http://cdb.ics.uci.edu/","ChemDB","University of California, Irvine (UCI)","Pierre Baldi","School of Information and Computer Sciences, Office 424C","Irvine","CA",92612,"United States","2005/10/07","","","",""
"ChemDiv",1461581,"","","","","","","Chemical Vendors","https://www.chemdiv.com/",15437,"ChemDiv Inc.","Anna Kosterina","6605 Nancy Ridge Drive","San Diego","CA",92121,"United States","2017/12/18","","","",""
"Chemenu Inc.",358072,"","","","","","","Chemical Vendors","https://www.chemenu.com/",20931,"Chemenu. Inc.","Nicky Liu","3399 Kangxin Highway","Shanghai","Shanghai",201321,"China","2022/03/29","Chemenu, founded in 2009, provides a wide variety of organic compounds and offers exclusive development for advanced intermediates. They manufacture building blocks, intermediates and novel compounds to support research projects for pharmaceutical and biotech companies, drug discovery centers, academic institutions and other research organizations worldwide.","","",""
"ChemExper Chemical Directory",156258,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chemexper.com/","ChemExper Chemical Directory","ChemExper sprl","Luc Patiny","36, clos de Profondval","Court-st-Etienne","",1490,"Belgium","2005/07/19","","","",""
"ChemFaces",9300,"","","","","","","Chemical Vendors","http://www.chemfaces.com",11960,"Wuhan ChemFaces Biochemical CO.,Ltd.","Kevin Lee","S5-3 Building, No. 111, Dongfeng Rd.,  Wuhan Economic and Technological Development Zone","Wuhan","Hubei",430056,"China","2022/02/28","ChemFaces is a high-quality natural product research & development enterprise, committed to providing a variety of different specifications of natural products to worldwide scientific research institutions and enterprises for reference standards, pharmacological research and inhibitors.","","",""
"ChemFish Tokyo co.,ltd",8031,"","","","","","","Chemical Vendors","http://en.chemfish.co.jp/",20870,"ChemFish Tokyo co.,ltd","Itou Youko","Senzoku,taito-ku","Tokyo","Kiitos Building 305,",410205,"Japan","2022/07/14","ChemFish Tokyo Co., Ltd develops and sources high-end intermediates, APIs and specialty materials for pharmaceutical, coating, electronics, battery and other industries. It has headquarters in Tokyo, Japan and research center & factory in China, India.","","",""
"Chemhere",490990,"","","","","","","Chemical Vendors","http://www.chemhere.com",10628,"Shanghai chemhere co., Ltd","Cherry Lee","Unit602,No.14,Ziwei Rd, Zhangjiang High-tech Park","Shanghai","Shanghai",210000,"China","2016/06/20","Shanghai Chemhere CO., LTD. Is a professional company who specializes in developing and selling of chemicals. Our products mainly include APIs, Pharmaceutical intermediate, lab use special chemicals, amino acid series, ect.

Our Company is located in shanghai, the economic center of China and our goods has been exported to many overseas countries. Meanwhile we could provide special products by order according to your demand & request.","","",""
"Chemical Biology Department, Max Planck Institute of Molecular Physiology",107,"",1,"",9,"","","Legacy Depositors, Research and Development","https://www.mpi-dortmund.mpg.de/en","Chemical Biology Department, Max Planck Institute of Molecular Physiology","Max Planck Institute of Molecular Physiology","Prof. Dr. Herbert Waldmann","Otto-Hahn-Strasse 11","Dortmund","Northrhine Westphali",44227,"Germany","2009/04/20","","","",""
"Chemical Carcinogenesis Research Information System (CCRIS)",9562,"",4,"",9562,"","","Legacy Depositors, Governmental Organizations","https://toxnet.nlm.nih.gov/newtoxnet/ccris.htm",22070,"National Library of Medicine","CCRIS Staff","8600 Rockville Pike","Bethesda","MD",20894,"United States","2018/05/23","The CCRIS database contains chemical records with carcinogenicity, mutagenicity, tumor promotion, and tumor inhibition test results. It was developed by the National Cancer Institute (NCI). Data are derived from studies cited in primary journals, current awareness tools, NCI reports, and other sources. Test results have been reviewed by experts in carcinogenesis and mutagenesis.","https://www.nlm.nih.gov/privacy.html","NLM Privacy and Security Policy",""
"chemical genetic matrix",14584,"",2,"",13646,"","","Research and Development","http://chemgrid.org/cgm/",11924,"Institute for Research in Immunology and Cancer","Jan Wildenhain","2950 Chemin de Polytechnique, Marcelle-Coutu Pavilion","Montreal","QC","H3C 3J7","Canada","2016/02/22","","","",""
"Chemical Probes Portal",451,"","","","","","","Curation Efforts","https://www.chemicalprobes.org/",15584,"The Chemical Probes Portal","Amy Donner","351 Engamore Lane Apt. 204","Norwood","MA",02062,"United States","2021/02/12","The Chemical Probes Portal is a expert-driven, community resource that guides scientists in the selection, application and sourcing of chemical probes for their research.","","",""
"Chemical Synthesis Database",40366,"","","","","","","Legacy Depositors, Research and Development","https://www.chemsynthesis.com/","ChemSynthesis","Chemical Synthesis Database","Sergey Mantrov","Vilisa Lacisa 27/2, 42","Moscow","Moscow",125480,"Russia","2011/11/17","","","",""
"ChemIDplus",442575,"","","","",546307,1,"Research and Development, Governmental Organizations, Curation Efforts","https://chem.nlm.nih.gov/chemidplus/","ChemIDplus",U.S. National Institutes of Health,"Ying Sun","8600 Rockville Pike","Bethesda","MD",20894,"United States","2022/07/21","ChemIDplus is a free, web search system that provides access to the structure and nomenclature authority files used for the identification of chemical substances cited in National Library of Medicine (NLM) databases, including the TOXNET system.","https://www.nlm.nih.gov/copyright.html","",""
"Chemieliva Pharmaceutical Co., Ltd",1492202,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chemieliva.com",15494,"Chemieliva Pharmaceutical Co., Ltd","Andy Huang","Office 1303 Building 8, QiXia Road NO.16, New North Zone || sales@chemieliva.com","Chongqing","Chongqing",401122,"China","2017/12/18","For more details please visit www.chemieliva.com, or send 
Email: sales@chemieliva.com
Contact person: Amy Lei","","",""
"ChemieTek",164,"","","","","","","Chemical Vendors","https://www.chemietek.com/",11843,"ChemieTek","Nancy Wei","7301 E. 90th Street, Suite 117","Indianapolis","Indiana",46256,"United States","2017/05/26","","","",""
"Cheminformatics & Chemogenomics Research Group (CCRG), Indiana University School of Informatics","","",36,"",2510,"","","Legacy Depositors, Research and Development","https://david-wild-knzl.squarespace.com/",846,"Indiana University School of Informatics and Computing","David Wild","150 S. Woodlawn Rm 330B","Bloomington","IN",47405,"United States","2015/03/08","","","",""
"Cheminformatics Friedrich-Schiller-University Jena",895557,"","","","","","","Research and Development","https://cheminf.uni-jena.de",25339,"Friedrich-Schiller-University, Jena","Kohulan Rajan","Lessingstr 8","Jena","Thuringia",07743,"Germany","2022/04/13","The Cheminformatics lab at Friedrich-Schiller-University Jena contributes to the understanding and simulation of metabolism and its role in biological systems through open-source computational methods. They aim to decipher the structural identity and physical properties of biochemical metabolites in organisms. They develop methods for the elucidation of metabolomes, Computer-Assisted Structure Elucidation (CASE), the reconstruction of metabolic networks and algorithm development in chem- and bioinformatics.","","",""
"ChemMol",302003,"","","","","","","Legacy Depositors, Chemical Vendors","http://chemmol.com/",814,"ChemMol","Chang Dong","912 CONSTELLATION DR","GREAT FALLS","VA",22066,"United States","2016/12/07","","","",""
"Chemodex Ltd.",943,"","","","","","","Chemical Vendors","https://www.chemodex.com/",15304,"Chemodex Ltd.","Martin Klester","Lindenstrasse 77","St. Gallen","SG",9000,"Switzerland","2020/03/07","Chemodex Ltd. is a Swiss-based manufacturer of fine chemicals and was established in 2001 in St.Gallen. As a specialist in the synthesis of fluorescent substances, we offer a comprehensive and competitively priced product portfolio and cover different fields such as detection in bioanalysis, bioactive small molecules, reagent and building blocks, biopolymers or saccharides.","","",""
"Chemoproteomic Metabolic Pathway Resource, Scripps University",12,"","","","","","","Curation Efforts","https://rc2resource.scripps.edu/",20930,"The Scripps Research Institute","Kenneth Lum","10550 North Torrey Pines Road","La Jolla","California",92037,"United States","2018/02/01","The Chemoproteomic Metabolic Pathway Resource at Scripps University combines expertise from multiple scientific fields (chemical proteomics, medicinal chemistry, adipose tissue and liver biology, lipid metabolism) to discover and characterize new molecular pathways that can be targeted pharmacologically to revert obesity-linked adipocyte defects that drive systemic insulin resistance and type 2 diabetes.","","",""
"Chemotion",2861,"","","","","","","Research and Development","https://chemotion.net/",1195,"KIT","Nicole Jung","Hermann von Helmholtz Platz 1","Eggenstein Leopoldshafen","BW",76344,"Germany","2022/07/17","Chemotion aims for the development of a freely available infrastructure for research data management through the development of two independent IT systems namely an electronic laboratory notebook (ELN) and a chemistry web repository.","","",""
"ChemProbes",64,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chemprobes.com",22092,"ChemProbes, stock solutions in DMSO","Veronique Dery","130 Villandry Place","Vaudreuil-Dorion","Quebec","J7V 9X7","Canada","2018/11/11","ChemProbes offers bioactive small molecules as high-concentration stock solutions (e.g. 10-100 mM in DMSO).","","",""
"ChemShuttle",91608,"","","","","","","Chemical Vendors","https://www.chemshuttle.com/",1261,"ChemShuttle","Yanhua Ming","1633 Old Bayshore Highway, Suite 280","Burlingame","CA",94010,"United States","2022/07/13","About us
Founded in 2010 by medicinal chemists for chemists, ChemShuttle is a premier chemistry contract research organization (CRO) and research chemical supplier serving the life science community.

PRODUCTS
* Building blocks (focusing on hetereocyclics)
* Bioactive compounds (including reference compounds and natural products)

SERVICES
* FTE (Full-Time Equivalent)
* Custom synthesis (mg to kg, ~5-10 steps, intermediates/libraries/tool compounds)
* Process chemistry","","",""
"Chemsoon",129,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chemsoon.com",4514,"Chemsoon Co., Ltd.","Jin Lian","Floor 2,  Building 17 Yi, 528#,  Ruiqing Road, Shanghai, PR China","Shanghai","Shanghai",201201,"China","2015/07/08","","","",""
"ChemSpider",14642781,"","","","","","","Legacy Depositors, Research and Development","http://www.chemspider.com/","ChemSpider","Royal Society of Chemistry","David Sharpe","Thomas Graham House, Science Park, Milton Road","Cambridge","Cambridgeshire","CB4 0WF","United Kingdom","2011/10/24","ChemSpider is a free chemical structure database providing fast text and structure search access to over 59 million structures from hundreds of data sources.","","",""
"ChemTik",905802,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chemtik.com",1096,"Chemtik","Dario Reid","Stresemannstrasse 79","Berlin","Berlin, Germany",10963,"Germany","2013/05/24","","","",""
"ChemWise",128,"","","","","","","Legacy Depositors, Chemical Vendors","http://www.chemwisellc.com",11909,"ChemWise, LLC","Sebastian Ewen","2522 Chambers Rd, Ste 100","Tustin","CA",92780,"United States","2016/01/27","","","",""
"Chen Lab, School of Medicine, Emory University",2012,"",1,"",2000,"","","Research and Development","https://med.emory.edu/departments/hematology-medical-oncology/index.html",11827,"Emory University","JING CHEN","1365 Clifton Rd NE","Atlanta","GA",30322,"United States","2015/11/12","","","",""
"CHESS fine organics",923,"","","","","","","Chemical Vendors","https://www.chess-chem.com/",23587,"CHESS GmbH","Juergen Sprinz","Max-Planck-Str. 1","Mannheim","",68169,"Germany","2019/07/17","CHESS GmbH was founded in 1993 as a service provider conducting custom research projects mainly for the Pharmaceutical Industry. The CHESS fine organics Catalog contains 900 compounds which are mostly synthesized in Germany. CHESS has strong expertise in Continuous Flow Hydrogenation and Organic Electrosynthesis.","","",""
"China MainChem Co., Ltd",444,"","","","","","","Chemical Vendors","https://www.mainchem.com/",20952,"MainChem Co., Ltd","Binson Lou","NO 407 Yuemei Road","XiaMen","Fujian",361022,"China","2019/03/30","Mainchem is a worldwide chemical supplier dedicated to provide the highest quality products and service, and full service sourcing for its customers in the field of production, distribution, sourcing, outsourcing, blending mixing of chemicals.","","",""
"Chiralblock Biosciences",2071,"","","","","","","Chemical Vendors","http://www.chiralblock.com/",967,"Chiralblock Bioscience LLC.","bao yan","No.4028,Nanhuan Road , ","Hangzhou","P.R.China ",310053,"China","2016/01/12","","","",""
